id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Academia de Ginastica_11.093.427,Panobianco,Panobianco Academia Unidade Jaragua,Rua,Av. Jornalista Paulo Zingg,Jardim Jaragua,05157030,Academia de Ginastica,-23.486182,-46.762412
Academia de Ginastica_11.093.429,Smart Fit,Academia Smart Fit Corifeu,Rua,Av. Corifeu de Azevedo Marques,Butantã,05581001,Academia de Ginastica,-23.5713,-46.709699
Academia de Ginastica_11.093.430,Smart Fit,Academia Smart Fit Alfonso Bovero,Rua,Av. Prof. Alfonso Bovero,Pompeia,05019010,Academia de Ginastica,-23.539316,-46.683429
Academia de Ginastica_11.093.431,Bluefit,Bluefit,Rua,Rua Paraguaçu,Perdizes,05066010,Academia de Ginastica,-23.535276,-46.66508
Academia de Ginastica_11.093.432,Bluefit,Bluefit,Rua,Av. Dr. Guilherme Dumont Vilares,Vila Praia,05640003,Academia de Ginastica,-23.615779,-46.740791
Academia de Ginastica_11.093.433,Smart Fit,Academia Smart Fit Joaquim Floriano,Rua,R. Joaquim Floriano,Itaim Bibi,04534013,Academia de Ginastica,-23.584915,-46.675841
Academia de Ginastica_11.093.434,Panobianco,Panobianco Jaguare,Rua,Av. Corifeu de Azevedo Marques,Butantã,05339004,Academia de Ginastica,-23.5713,-46.709699
Academia de Ginastica_11.093.435,Smart Fit,Academia Smart Fit Vila Mariana,Rua,R. Domingos de Morais,Vila Mariana,04010100,Academia de Ginastica,-23.591979,-46.636388
Academia de Ginastica_11.093.436,Smart Fit,Academia Smart Fit Vila das Merces,Rua,R. Nossa Sra. das Mercês,Vila das Merces,04165001,Academia de Ginastica,-23.624154,-46.607257
Academia de Ginastica_11.093.437,Panobianco,Panobianco Novo Horizonte,Rua,Av. Paulo Guilguer Reimberg,Jardim Novo Horizonte,04858570,Academia de Ginastica,-23.795604,-46.681753
Academia de Ginastica_11.093.438,Smart Fit,Academia Smart Fit Aclimacao,Rua,Av. da Aclimação,Cambuci,01531000,Academia de Ginastica,-23.570242,-46.632764
Academia de Ginastica_11.093.439,Bio Ritmo,Academia Bio Ritmo Shopping Continental,Rua,Av. Leão Machado,Jaguaré,05328020,Academia de Ginastica,-23.548148,-46.756859
Academia de Ginastica_11.094.633,Smart Fit,Academia Smart Fit Av Morumbi,Rua,Av. Morumbi,Morumbi,05724002,Academia de Ginastica,-23.599118,-46.708414
Academia de Ginastica_11.094.634,Smart Fit,Academia Smart Fit Avenida Amador Bueno,Rua,Av. Amador Bueno da Veiga,Penha de França,03636000,Academia de Ginastica,-23.521469,-46.528449
Academia de Ginastica_11.094.635,Smart Fit,Academia Smart Fit Casa Verde Alta,Rua,R. Zilda,Casa Verde Alta,02545001,Academia de Ginastica,-23.506079,-46.656433
Academia de Ginastica_11.094.636,Panobianco,Panobianco Academia,Rua,Estr. de Itapecerica,Vila das Belezas,05849440,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.638,Smart Fit,Academia Smart Fit Metro Sapopemba,Rua,Av. Sapopemba,Jardim Planalto,03988000,Academia de Ginastica,-23.606894,-46.507563
Academia de Ginastica_11.094.639,Selfit,Selfit,Rua,Av. Otto Baumgart,Vila Guilherme,02049000,Academia de Ginastica,-23.514952,-46.619975
Academia de Ginastica_11.094.640,Smart Fit,Academia Smart Fit Borba Gato,Rua,R. Bela Vista,Santo Amaro,04709000,Academia de Ginastica,-23.632732,-46.693011
Academia de Ginastica_11.094.641,Smart Fit,Academia Smart Fit Sabara,Rua,Av. Nossa Sra. do Sabará,Vila Santana,04686001,Academia de Ginastica,-23.678846,-46.684892
Academia de Ginastica_11.094.642,Smart Fit,Academia Smart Fit Parque Boa Esperanca,Rua,Av. Ragueb Chohfi,Parque Boa Esperança,08341410,Academia de Ginastica,-23.604921,-46.471175
Academia de Ginastica_11.094.644,Panobianco,Panobianco Academia Marechal Tito,Rua,Avenida Marechal Tito,Jardim Miragaia,08115000,Academia de Ginastica,-23.494983,-46.410055
Academia de Ginastica_11.094.645,Smart Fit,Academia Smart Fit Vila Carmosina,Rua,R. Tomé Álvares de Castro,Vila Carmosina,08290270,Academia de Ginastica,-23.557149,-46.446189
Academia de Ginastica_11.094.647,Smart Fit,Academia Smart Fit Imperatriz Leopoldina,Rua,Av. Imperatriz Leopoldina,Vila Leopoldina,05305002,Academia de Ginastica,-23.530652,-46.73118
Academia de Ginastica_11.094.648,Smart Fit,Academia Smart Fit Bonfiglioli,Rua,Av. Eng. Heitor Antônio Eiras Garcia,Jardim Bonfiglioli,05588000,Academia de Ginastica,-23.589626,-46.768921
Academia de Ginastica_11.094.649,Bio Ritmo,Academia Bio Ritmo Santana,Rua,R. Conselheiro Moreira de Barros,Santana,02430001,Academia de Ginastica,-23.486639,-46.63908
Academia de Ginastica_11.094.650,Smart Fit,Academia Smart Fit Higienopolis,Rua,R. Dr. Albuquerque Lins,Santa Cecilia,04846000,Academia de Ginastica,-23.535559,-46.656543
Academia de Ginastica_11.094.651,Bluefit,Bluefit,Rua,Av. Dr. Cardoso de Melo,Vila Olímpia,04548004,Academia de Ginastica,-23.599118,-46.683331
Academia de Ginastica_11.094.652,Smart Fit,Academia Smart Fit Open Mall Panamby,Rua,R. José Ramon Urtiza,Vila Andrade,05717270,Academia de Ginastica,-23.633879,-46.732396
Academia de Ginastica_11.094.653,Bluefit,Bluefit Tremembe,Rua,R. Maria Amália Lopes Azevedo,Vila Albertina,02350012,Academia de Ginastica,-23.458008,-46.604274
Academia de Ginastica_11.094.654,Smart Fit,Academia Smart Fit Butanta Shopping,Rua,Av. Prof. Francisco Morato,Butantã,05512300,Academia de Ginastica,-23.588592,-46.728142
Academia de Ginastica_11.094.655,Panobianco,Panobianco Unidade Parque Fernanda Capao Redondo,Rua,Estr. de Itapecerica,Capão Redondo,05835004,Academia de Ginastica,-23.658826,-46.765459
Academia de Ginastica_11.094.656,Smart Fit,Academia Smart Fit Gomes de Carvalho,Rua,R. Gomes de Carvalho,Vila Olímpia,04547005,Academia de Ginastica,-23.59824,-46.682719
Academia de Ginastica_11.094.659,Smart Fit,Academia Smart Fit Planalto Paulista,Rua,Av. José Maria Whitaker,Planalto Paulista,04057000,Academia de Ginastica,-23.611139,-46.645173
Academia de Ginastica_11.094.660,Smart Fit,Academia Smart Fit Cantareira Norte Shopping,Rua,Av. Raimundo Pereira de Magalhães,Jardim Pirituba,03266000,Academia de Ginastica,-23.460084,-46.720966
Academia de Ginastica_11.094.661,Smart Fit,Academia Smart Fit Shopping Metro Itaquera,Rua,Av. José Pinheiro Borges,"Vila Campanela, São Paulo",842009282203858220900,Academia de Ginastica,-23.531539,-46.430047
Academia de Ginastica_11.094.662,Smart Fit,Academia Smart Fit Brooklin Paulista,Rua,R. Califórnia,Brooklin,04566060,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.665,Smart Fit,Academia Smart Fit Belmira Marin,Rua,Av. Dona Belmira Marin,Parque Brasil,04846000,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.666,Smart Fit,Academia Smart Fit Fiesta,Rua,Av. Guarapiranga,Guarapiranga,04762001,Academia de Ginastica,-23.666069,-46.71464
Academia de Ginastica_11.094.667,Bio Ritmo,Academia Bio Ritmo Campo Belo,Rua,R. Barão de Jaceguai,Campo Belo,04606000,Academia de Ginastica,-23.621335,-46.675859
Academia de Ginastica_11.094.668,Panobianco,Academia Panobianco Yervant,Rua,R. Frei Cristóvão de Lisboa,Vila Missionaria,04430280,Academia de Ginastica,-23.686832,-46.649556
Academia de Ginastica_11.094.669,Bluefit,Bluefit,Rua,R. Santo Antônio,Bela Vista,01314000,Academia de Ginastica,-23.551975,-46.645571
Academia de Ginastica_11.094.670,Smart Fit,Academia Smart Fit Saude,Rua,Av. Jabaquara,Mirandópolis,04045002,Academia de Ginastica,-23.616907,-46.638943
Academia de Ginastica_11.094.672,Panobianco,Panobianco Academia Jacana,Rua,R. Benjamin Pereira,Jaçanã,02274001,Academia de Ginastica,-23.467954,-46.589116
Academia de Ginastica_11.094.673,Smart Fit,Academia Smart Fit Augusta,Rua,R. Augusta,Consolação,01305100,Academia de Ginastica,-23.557064,-46.659103
Academia de Ginastica_11.094.674,Smart Fit,Academia Smart Fit Agua Fria,Rua,Av. Água Fria,Santana,02332000,Academia de Ginastica,-23.480376,-46.621949
Academia de Ginastica_11.094.675,Bluefit,Bluefit,Rua,R. O Estado de São Paulo,Americanópolis,04429000,Academia de Ginastica,-23.677475,-46.659962
Academia de Ginastica_11.094.677,Bio Ritmo,Academia Bio Ritmo Itaim,Rua,R. Joaquim Floriano,Itaim Bibi,04534003,Academia de Ginastica,-23.584915,-46.675841
Academia de Ginastica_11.094.680,Panobianco,Academia Panobianco Grajau,Rua,Av. Dona Belmira Marin,Parque Brasil,04846010,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.681,Panobianco,Panobianco Academia Jardim Tremembe,Rua,Av. Cel. Sezefredo Fagundes,Jardim Tremembe,02306004,Academia de Ginastica,-23.436159,-46.594249
Academia de Ginastica_11.094.682,Bio Ritmo,Academia Bio Ritmo Paulista Conjunto Nacional,Rua,Av. Paulista,Bela Vista,01311940,Academia de Ginastica,-23.56329,-46.654118
Academia de Ginastica_11.094.683,Smart Fit,Academia Smart Fit,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,02937000,Academia de Ginastica,-23.460084,-46.720966
Academia de Ginastica_11.094.685,Smart Fit,Academia Smart Fit Bernardino de Campos,Rua,Av. Bernardino de Campos,Paraíso,04004050,Academia de Ginastica,-23.573122,-46.642705
Academia de Ginastica_11.094.686,Smart Fit,Academia Smart Fit Mendes Vila Natal,Rua,R. Sinfonia Italiana,Jardim São Bernardo,04844610,Academia de Ginastica,-23.756564,-46.70792
Academia de Ginastica_11.094.689,Smart Fit,Academia Smart Fit Alto do Ipiranga,Rua,R. Salvador Simões,Ipiranga,04276000,Academia de Ginastica,-23.600677,-46.613697
Academia de Ginastica_11.094.691,Smart Fit,Academia Smart Fit Antonio Bento,Rua,R. Dr. Antônio Bento,Santo Amaro,04750001,Academia de Ginastica,-23.646684,-46.703096
Academia de Ginastica_11.094.692,Smart Fit,Academia Smart Fit Praca do Forro,Rua,Praça Padre Aleixo Monteiro Mafra,São Miguel Paulista,08011010,Academia de Ginastica,-23.492119,-46.444995
Academia de Ginastica_11.094.693,Bluefit,Bluefit,Rua,Av. Prof. Francisco Morato,Butantã,05512200,Academia de Ginastica,-23.588592,-46.728142
Academia de Ginastica_11.094.695,Smart Fit,Academia Smart Fit Sacoma,Rua,R. Bom Pastor,Ipiranga,04203003,Academia de Ginastica,-23.589979,-46.607113
Academia de Ginastica_11.094.696,Smart Fit,Academia Smart Fit Oscar Freire,Rua,R. Oscar Freire,Cerqueira César,01426000,Academia de Ginastica,-23.559937,-46.672308
Academia de Ginastica_11.094.697,Bluefit,Bluefit,Rua,R. Teodoro Sampaio,Pinheiros,05406050,Academia de Ginastica,-23.561305,-46.683749
Academia de Ginastica_11.094.698,Selfit,Selfit,Rua,Alameda dos Arapanés,Moema,04524001,Academia de Ginastica,-23.605926,-46.666333
Academia de Ginastica_11.094.701,Smart Fit,Academia Smart Fit Vila Carrao,Rua,Av. Guilherme Giorgi,Vila Carrao,03422000,Academia de Ginastica,-23.55547,-46.545298
Academia de Ginastica_11.094.702,Panobianco,Panobianco Academia,Rua,R. Prof. Paulo Mangabeira Albernaz,Vila Imperio,04405030,Academia de Ginastica,-23.668244,-46.656384
Academia de Ginastica_11.094.703,Smart Fit,Academia Smart Fit Mooca,Rua,Av. Paes de Barros,Parque da Mooca,03149000,Academia de Ginastica,-23.567298,-46.591549
Academia de Ginastica_11.094.705,Smart Fit,Academia Smart Fit Rio das Pedras,Rua,Av. Rio das Pedras,Jardim Aricanduva,03452200,Academia de Ginastica,-23.570544,-46.507281
Academia de Ginastica_11.094.706,Smart Fit,Academia Smart Fit Cambuci,Rua,Av. Lins de Vasconcelos,Cambuci,01537000,Academia de Ginastica,-23.57575,-46.623412
Academia de Ginastica_11.094.707,Panobianco,Panobianco Curuca,Rua,R. Cavoa,Vila Curuçá Velha,08030180,Academia de Ginastica,-23.496624,-46.423152
Academia de Ginastica_11.094.708,Smart Fit,Academia Smart Fit Capao Redondo,Rua,Av. Comendador Sant'anna,Capão Redondo,05866000,Academia de Ginastica,-23.668903,-46.773064
Academia de Ginastica_11.094.709,Smart Fit,Academia Smart Fit Morumbi,Rua,R. Aureliano Guimarães,Vila Andrade,05727160,Academia de Ginastica,-23.627712,-46.73733
Academia de Ginastica_11.094.710,Smart Fit,Academia Smart Fit Vila Madalena,Rua,Av. das Corujas,Sumarezinho,05442050,Academia de Ginastica,-23.547477,-46.695862
Academia de Ginastica_11.094.711,Smart Fit,Academia Smart Fit Shopping Metro Tucuruvi,Rua,Av. Dr. Antônio Maria Laet,Parada Inglesa,02267000,Academia de Ginastica,-23.47434,-46.599367
Academia de Ginastica_11.094.713,Smart Fit,Academia Smart Fit Cidade Tiradentes,Rua,Av. Souza Ramos,Guaianases,08490490,Academia de Ginastica,-23.574702,-46.412111
Academia de Ginastica_11.094.714,Smart Fit,Academia Smart Fit Av Jardim Japao,Rua,Av. Jardim Japão,Vila Constança,02258000,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.715,Smart Fit,Academia Smart Fit Capelinha,Rua,Estr. de Itapecerica,Capão Redondo,05835004,Academia de Ginastica,-23.658826,-46.765459
Academia de Ginastica_11.094.716,Smart Fit,Academia Smart Fit Campo Belo,Rua,R. Antônio de Macedo Soares,Campo Belo,04607003,Academia de Ginastica,-23.621823,-46.674045
Academia de Ginastica_11.094.717,Smart Fit,Smart Fit Roldao Brasilandia,Rua,Vila Joao Batista,Vila Joao Batista,02675031,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.718,Smart Fit,Academia Smart Fit Avenida das Cerejeiras,Rua,Av. das Cerejeiras,Vila Maria,02124000,Academia de Ginastica,-23.507051,-46.577845
Academia de Ginastica_11.094.719,Smart Fit,Academia Smart Fit Pinheiros,Rua,R. dos Pinheiros,Pinheiros,05422010,Academia de Ginastica,-23.566829,-46.685687
Academia de Ginastica_11.094.720,Bluefit,Bluefit,Rua,R. Maria Antônia,Vila Buarque,01222010,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.721,Panobianco,Panobianco Tremembe,Rua,Av. Nova Cantareira,Tucuruvi,02340000,Academia de Ginastica,-23.472806,-46.615294
Academia de Ginastica_11.094.722,Smart Fit,Academia Smart Fit Sabbado Dangelo,Rua,R. Sabbado D'ângelo,Vila Brasil,08210791,Academia de Ginastica,-23.544174,-46.446001
Academia de Ginastica_11.094.724,Smart Fit,Academia Smart Fit Assai Jaguare,Rua,Av. Corifeu de Azevedo Marques,Jaguaré,05340002,Academia de Ginastica,-23.56694,-46.739765
Academia de Ginastica_11.094.725,Smart Fit,Academia Smart Fit Avenida Mascote,Rua,Av. Mascote,Vila Mascote,04363000,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.726,Smart Fit,Academia Smart Fit Campos Eliseos,Rua,Alameda Barão de Limeira,Campos Elíseos,01202002,Academia de Ginastica,-23.534789,-46.647426
Academia de Ginastica_11.094.727,Smart Fit,Academia Smart Fit Bom Retiro,Rua,R. dos Italianos,Bom Retiro,01131000,Academia de Ginastica,-23.524264,-46.643997
Academia de Ginastica_11.094.728,Smart Fit,Academia Smart Fit Perdizes,Rua,R. João Ramalho,Perdizes,05008002,Academia de Ginastica,-23.535397,-46.673769
Academia de Ginastica_11.094.729,Bio Ritmo,Bio Ritmo Escritorio,Rua,Av. Paulista,Bela Vista,01311300,Academia de Ginastica,-23.56329,-46.654118
Academia de Ginastica_11.094.730,Smart Fit,Academia Smart Fit Av Ipiranga,Rua,Av. Ipiranga,República,01040000,Academia de Ginastica,-23.542962,-46.640977
Academia de Ginastica_11.094.731,Smart Fit,Academia Smart Fit Tatuape,Rua,R. Emílio Mallet,Vila Gomes Cardim,03320001,Academia de Ginastica,-23.538573,-46.559549
Academia de Ginastica_11.094.732,Smart Fit,Academia Smart Fit Nova Cantareira,Rua,Av. Nova Cantareira,Tucuruvi,02340020,Academia de Ginastica,-23.472806,-46.615294
Academia de Ginastica_11.094.735,Smart Fit,Academia Smart Fit Santa Cruz,Rua,R. Domingos de Morais,Vila Mariana,04036000,Academia de Ginastica,-23.591979,-46.636388
Academia de Ginastica_11.094.736,Smart Fit,Academia Smart Fit Bela Vista,Rua,R. Pedroso,Bela Vista,01322010,Academia de Ginastica,-23.562265,-46.642081
Academia de Ginastica_11.094.737,Panobianco,Panobianco Penha,Rua,Av. Amador Bueno da Veiga,Penha de França,03652000,Academia de Ginastica,-23.521469,-46.528449
Academia de Ginastica_11.094.738,Smart Fit,Academia Smart Fit Mais Shopping,Rua,R. Amador Bueno,Santo Amaro,04752005,Academia de Ginastica,-23.652789,-46.712512
Academia de Ginastica_11.094.739,Smart Fit,Academia Smart Fit Anhangabau,Rua,Pq Anhangabaú,Centro Histórico de São Paulo,01007040,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.741,Smart Fit,Academia Smart Fit Barra Funda,Rua,Av. Dr. Adolpho Pinto,Barra Funda,01156050,Academia de Ginastica,-23.529841,-46.665989
Academia de Ginastica_11.094.743,Smart Fit,Academia Smart Fit Vila Maria,Rua,R. Dom Luís Felipe de Orleans,Vila Maria Baixa,02118001,Academia de Ginastica,-23.51706,-46.589811
Academia de Ginastica_11.094.744,Smart Fit,Academia Smart Fit Avenida Angelica,Rua,Av. Angélica,Consolação,01228200,Academia de Ginastica,-23.544757,-46.657222
Academia de Ginastica_11.094.745,Bluefit,Bluefit Sao Miguel,Rua,Av. Nordestina,Cidade São Miguel,08032000,Academia de Ginastica,-23.51295,-46.427072
Academia de Ginastica_11.094.746,Bio Ritmo,Academia Bio Ritmo Shopping Morumbi Town,Rua,Av. Giovanni Gronchi,Vila Andrade,05724002,Academia de Ginastica,-23.617229,-46.731713
Academia de Ginastica_11.094.747,Smart Fit,Academia Smart Fit Av Santa Catarina II,Rua,Av. Santa Catarina,Vila Mascote,04378200,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.748,Bluefit,Bluefit,Rua,Av. Morumbi,Santo Amaro,04703001,Academia de Ginastica,-23.599118,-46.708414
Academia de Ginastica_11.094.749,Panobianco,Panobianco Itaquera,Rua,Av. Pires do Rio,Jardim Lideranca,08240095,Academia de Ginastica,-23.535389,-46.455513
Academia de Ginastica_11.094.752,Smart Fit,Academia Smart Fit Analia Franco,Rua,R. Antônio Alves Barril,Jardim Analia Franco,03338000,Academia de Ginastica,-23.559553,-46.561103
Academia de Ginastica_11.094.754,Panobianco,Panobianco Academia Bosque da Saude,Rua,R. Ibirarema,Bosque da Saúde,04136000,Academia de Ginastica,-23.61785,-46.6377
Academia de Ginastica_11.094.755,Smart Fit,Academia Smart Fit Av Prof Francisco Morato,Rua,Av. Prof. Francisco Morato,Morumbi,05513300,Academia de Ginastica,-23.588592,-46.728142
Academia de Ginastica_11.094.756,Panobianco,Academia Panobianco,Rua,R. Borba Gato,Santo Amaro,04747030,Academia de Ginastica,-23.656903,-46.699687
Academia de Ginastica_11.094.757,Smart Fit,Academia Smart Fit Joao Dias,Rua,Av. Alberto Augusto Alves,Vila Andrade,05724030,Academia de Ginastica,-23.641588,-46.735573
Academia de Ginastica_11.094.760,Smart Fit,Academia Smart Fit Guaipa,Rua,R. Guaipá,Vila Leopoldina,05089001,Academia de Ginastica,-23.521225,-46.73005
Academia de Ginastica_11.094.761,Bluefit,Academia Bluefit Aricanduva,Rua,Av. Rio das Pedras,Jardim Aricanduva,03452100,Academia de Ginastica,-23.570544,-46.507281
Academia de Ginastica_11.094.762,Panobianco,Panobianco Capao Redondo,Rua,Av. Comendador Sant'anna,Capão Redondo,05866000,Academia de Ginastica,-23.668903,-46.773064
Academia de Ginastica_11.094.763,Smart Fit,Academia Smart Fit Teotonio Vilela I,Rua,Av. Sen. Teotônio Vilela,Grajau,04801010,Academia de Ginastica,-23.728039,-46.699068
Academia de Ginastica_11.094.765,Panobianco,Panobianco Carlos Lacerda,Rua,Av. Carlos Lacerda,Vila Pirajussara,05789001,Academia de Ginastica,-23.647089,-46.779041
Academia de Ginastica_11.094.766,Smart Fit,Academia Smart Fit Guaianazes,Rua,Estr. Itaquera Guaianazes,Parque Central,08420495,Academia de Ginastica,-23.536932,-46.455316
Academia de Ginastica_11.094.767,Bio Ritmo,Academia Bio Ritmo Cerro Cora,Rua,R. Cerro Corá,Alto da Lapa,05059000,Academia de Ginastica,-23.538187,-46.708481
Academia de Ginastica_11.094.769,Bio Ritmo,Academia Bio Ritmo Chacara Paseo,Rua,Av. das Nações Unidas,Santo Amaro,04794000,Academia de Ginastica,-23.631969,-46.715502
Academia de Ginastica_11.094.770,Smart Fit,Academia Smart Fit Teotonio Vilela II,Rua,Av. Sen. Teotônio Vilela,Vila Sao Jose (cidade Dutra),04836235,Academia de Ginastica,-23.70188,-46.70138
