id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Hospital_10.034.961,,Clinica Odontologica Sorriso Cristal,Rua,"Av Waldemar Carlos Pereira, 1101",Vila Talarico,03533-003,Hospital,-23.544508,-46.515573
Hospital_10.034.968,,Hospital Santa Carmela,Rua,"Av Pompeia, 1326",Vila Pompeia,05022-001,Hospital,-22.757203,-47.605425
Hospital_10.034.969,,Hospital Sao Camilo Pompeia 2,Rua,"R Barao Do Bananal, 1086",Vila Pompeia,05024-000,Hospital,-23.533622,-46.689224
Hospital_10.034.975,,Prime Jbr Medical Group,Rua,"Brigadeiro Gaviao Peixoto, 604",Lapa,05078-000,Hospital,-23.524936,-46.715821
Hospital_10.034.978,,Hospital De Campanha Covid 19 Sms Sp Anhembi P 35,Rua,"Av Olavo Fontoura, 1209",Santana,02012-021,Hospital,-23.516514,-46.645168
Hospital_10.034.984,,Pronto Socorro Especializado Seisa Assistencia Medica,Rua,"Av Sao Miguel, 9248",Sao Miguel Paulista,08070-000,Hospital,-23.493531,-46.449419
Hospital_10.034.985,,Hospital Municipal Brasilandia,Rua,"Av Michihisa Murata, 150",Jardim Maristela,02806-160,Hospital,-23.475515,-46.696427
Hospital_10.073.359,,Hospital E Pronto Atendimento Sancta Maggiore Russia,Rua,"Av Professor Francisco Morato, 1133",Butanta,05513-100,Hospital,-23.580337,-46.710786
Hospital_10.073.368,,Barramed Casa De Apoio,Rua,"R Professor Giuliani, 202",Vila Invernada,03348-030,Hospital,-23.566338,-46.563675
Hospital_10.138.823,,Unidade de Internacao Covid Hospital Dia V Maria Guilherme,Rua,"R Joao Ventura Batista, 615",Vila Guilherme,02054-100,Hospital,-23.51623,-46.605387
Hospital_10.138.824,,Upa IIi Mooca,Rua,"R Dr Fomm, 261",Belenzinho,03163-030,Hospital,-23.546304,-46.594886
Hospital_10.138.825,,Hospital Dia Santo Amaro,Rua,"Av Adolfo Pinherio, 339",Santo Amaro,04753-060,Hospital,-23.649624,-46.704274
Hospital_10.138.826,,Unidade de Internacao Covid Hospital Dia Capela do Socorro,Rua,"R Cassio de Campos Nogueira, 2031",Jardim das Imbuias,04829-310,Hospital,-23.729939,-46.713445
Hospital_10.138.827,,Unidade de Internacao de Covid Hospital Dia M Boi Mirim II,Rua,"Av dos Funcionarios Publicos, 379",Jardim Vera Cruz,04962-000,Hospital,-23.733274,-46.783421
Hospital_10.138.828,,Unidade de Internacao de Covid Hospital Dia Lapa,Rua,"R Catao, 380",Vila Romana,05049-000,Hospital,-22.577974,-53.056864
Hospital_10.138.829,,Unidade de Internacao de Covid Hospital Dia Butanta,Rua,"R Joao Guerra, 247",Jardim Peri Peri,05535-100,Hospital,-23.586413,-46.732446
Hospital_10.138.830,,Unidade de Internacao de Covid Hospital Dia Campo Limpo,Rua,"Av Amadeu da Silva Samelo, 423",Jardim Martinica,05760-140,Hospital,-23.631641,-46.766162
Hospital_10.138.831,,Unidade de Internacao de Covid Hospital Dia M Boi Mirim I,Rua,"R Philipe de Vitry, 280",Jd Santa Josefina,05819-080,Hospital,49.02017,12.095035
Hospital_10.138.832,,Upa Cidade Tiradentes,Rua,"R Igarape da Diana Sn, 1",Conjunto Habitaciona,08472-170,Hospital,-23.571954,-46.403858
Hospital_10.138.833,,Aes Tatuape,Rua,"R Visconde de Itaboray, 60",C Aqzevedo,03308-050,Hospital,-23.540543,-46.573841
Hospital_10.139.065,,Hospital Dia Mooca,Rua,"R Farol Paulistano, 410",Vila Italia Alto da,03192-060,Hospital,-23.779579,-45.358564
Hospital_10.139.066,,Nasa Lab Matriz,Rua,"Pca Padua Dias, 30",Tatuape,03067-050,Hospital,-23.537647,-46.571969
Hospital_10.139.068,,Clinica Prisma de Psiquiatria e Psicologia,Rua,"R Padre Estevao Pernet, 625",Vila Gomes Cardim Ta,03315-000,Hospital,-23.542007,-46.568855
Hospital_10.139.070,,Upa Tatuape,Rua,"Av Celso Garcia, 4974",Tatuape,03064-000,Hospital,-23.533617,-46.564518
Hospital_10.139.071,,Upa Tatuape Celso Garcia,Rua,"Av Celso Garcia, 4974",Tatuape,03064-000,Hospital,-23.533617,-46.564518
Hospital_10.139.072,,Analia Franco Day Hospital de Cirurgia Plastica,Rua,"R Canuto Abreu, 65",Vila Gomes Cardim,03336-060,Hospital,-23.555542,-46.559941
Hospital_10.139.076,,Hospital Dia Penha,Rua,"Pca Nossa Senhora da Penha, 55",Penha,03632-010,Hospital,-23.526432,-46.550635
Hospital_10.139.088,,Ama Eng Goulart Dr Jose Pires,Rua,"R Augusto Correa Leite, 538",Engenheiro Goulart,03726-100,Hospital,-23.500265,-46.51677
Hospital_10.139.093,,Hosp Dia da Rhc Sao Mateus Dr Henrique C Goncalves,Rua,"R Augusto Ferreira Ramos, 9",Jd Tiete,03947-030,Hospital,-23.587789,-46.492085
Hospital_10.139.094,,PA Mun Sao Mateus II,Rua,"R Maestro Joao Balan, 88",Cidade Sao Mateus,03963-030,Hospital,-23.611425,-46.479738
Hospital_10.139.095,,Upa Ermelino Matarazzo,Rua,"R Miguel Novais, 113",Vila Paranagua,03807-370,Hospital,-20.993693,-48.919229
Hospital_10.139.097,,Upa IIi 26 de Agosto,Rua,"Av Miguel Inacio Curi, 44",Itaquera,08295-005,Hospital,-23.545944,-46.461068
Hospital_10.139.103,,Upa Tito Lopes,Rua,"Av Pires do Rio, 294",Vila Americana,08020-000,Hospital,-23.498969,-46.443129
Hospital_10.139.104,,Rede Hospital Dia 24h Sao Miguel Tito Lopes,Rua,"R Joao Augusto de Morais, 348",Sao Miguel Paulista,08010-150,Hospital,-23.497348,-46.440561
Hospital_10.139.112,,P a Dra Gloria Rodrigues dos Santos Bonfim,Rua,"Av dos Metalurgicos, 2820",Cidade Tiradentes,08471-004,Hospital,-23.5928,-46.406755
Hospital_10.139.115,,PA Mun Dr Atualpa Girao Rabelo,Rua,"R Ilha do Arvoredo, 10",Jardim Camargo Velho,08140-270,Hospital,-23.652387,-46.533937
Hospital_10.139.116,,Hospital Dia da Rede Hora Certa Itaim Paulista,Rua,"Av Marechal Tito, 6577",Itaim Paulista,08115-100,Hospital,-23.487889,-46.384114
Hospital_10.140.343,,PA Mun J Macedonia,Rua,"R Louis Boulogne, 133",Jardim Macedonia,05894-350,Hospital,-23.652387,-46.533937
Hospital_10.140.344,,Upa Vera Cruz,Rua,"Av dos Funcionarios Publicos, 379",Vila do Sol,04962-000,Hospital,-23.338909,-47.675531
Hospital_10.140.352,,Unidade de Pronto Atendimento Jardim Angela,Rua,"Estr Guavirituba, 49",Vl Santa Lucia,04937-000,Hospital,-23.353613,-47.837411
Hospital_10.140.355,,Hospital Saint Patrick,Rua,"Av Candido Portinari, 616",Vila Jaguara,05114-000,Hospital,-23.507801,-46.752795
Hospital_10.140.357,,Ama Campo Limpo Fernando Mauro P da Rocha,Rua,"Estr de Itapecirica, 1661",Jardim Maracana,05835-005,Hospital,-23.652387,-46.533937
Hospital_10.140.358,,Unidade de Pronto Atendimento Campo Limpo Dr Fernando Pro,Rua,"R Thereza Mouco de Oliveira, 121",Vila Maracana,05846-420,Hospital,-23.649595,-46.749056
Hospital_10.140.361,,Upa Pirituba,Rua,"Av Menotti Laudisio, 100",Pirituba,02945-000,Hospital,-23.484125,-46.728569
Hospital_10.140.364,,Hospital Dia Lapa Cies,Rua,"Av Queiroz Filho, 313",Lapa,05319-000,Hospital,-23.537593,-46.722799
Hospital_10.140.365,,Clinica Medica Vila Serena,Rua,"R Marseille, 100",Vila da Represa,04826-440,Hospital,-23.552139,-46.647198
Hospital_10.140.366,,Pronto Atendimento Sancta Maggiore,Rua,"Av Prof Francisco Morato, 1177",Butanta,05513-100,Hospital,-23.580725,-46.711121
Hospital_10.140.367,,Vila Serena Sao Paulo,Rua,"R Nicolau Alayon, 859",Interlagos,04802-000,Hospital,-23.710785,-46.709631
Hospital_10.140.368,,Clinica Fares,Rua,"Av Barao do Rio Branco, 301",Santo Amaro,04753-000,Hospital,-23.652738,-46.709199
Hospital_10.140.370,,Uc Lapa I,Rua,"R Barao de Jundiai, 353",Lapa,05073-010,Hospital,-23.525032,-46.708143
Hospital_10.140.372,,Hospital Dia Santo Amaro II Cies,Rua,"R Dr Antonio Bento, 711",Santo Amaro,04750-001,Hospital,-23.644992,-46.701935
Hospital_10.140.374,,Clinica Prisma,Rua,"R Sao Benedito, 1695",Santo Amaro,04735-004,Hospital,-23.639974,-46.695716
Hospital_10.140.375,,PA Sao Rafael,Rua,"Av Adolfo Pinheiro, 2100",Santo Amaro,04734-003,Hospital,-23.63642,-46.694366
Hospital_10.140.376,,Hospital Vidas Alta Complexidade,Rua,"R Professora Maria de Lourdes de Souza Nogueira, 89",Vila Gea,04692-000,Hospital,-20.966883,-50.226265
Hospital_10.140.377,,Hospital Dia Uno,Rua,"Av Potiguar Medeiros, 111",Pinheiros,05422-100,Hospital,-23.567738,-46.686051
Hospital_10.140.379,,Unidade de Internacao Hospital Dia Brasilandia Fo,Rua,"R Rui Moraes do Apocalipse, 2",Jardim do Tiro,02842-260,Hospital,-23.552139,-46.647198
Hospital_10.140.380,,Notre Dame Intermedica Saude,Rua,"Av Reboucas, 2274",Pinheiros,05402-300,Hospital,-23.566154,-46.682318
Hospital_10.140.381,,Hospital Salt Lake,Rua,"R Cristiano Viana, 890",Pinheiros,05434-020,Hospital,-23.555342,-46.679507
Hospital_10.140.382,,Amato,Rua,"Av Brasil, 2283",Jardim Europa,01431-001,Hospital,-23.338967,-47.867595
Hospital_10.140.384,,Clinica Prisma de Psiquiatria e Psicologia,Rua,"R Dona Germanie Burchard, 351",Agua Branca,05002-061,Hospital,-23.529667,-46.671935
Hospital_10.140.385,,Etco Estrutura Tecnologica para O Cirurgiao Oftalmico,Rua,"R Joaquim Floriano, 72",Itaim Bibi,04534-000,Hospital,-23.583277,-46.67073
Hospital_10.140.387,,Certa Centro de Referencia em Tratamentos Avancados Hospital,Rua,"Av Brigadeiro Luis Antonio, 4605",Jardim Paulista,01401-002,Hospital,-23.581934,-46.66575
Hospital_10.140.388,,Eye Clinic,Rua,"Av Republica do Libano, 1034",Ibirapuera,04502-001,Hospital,-23.575215,-46.654908
Hospital_10.140.389,,Hospital Dia Cidade Ademar,Rua,"R Corrego Azul, 433",Pedreira,04463-010,Hospital,-23.696313,-46.660282
Hospital_10.140.391,,Upa Vila Santa Catarina,Rua,"R Cidade de Bagda, 529",Jardim Mira,04377-036,Hospital,-23.656765,-46.653395
Hospital_10.140.392,,Hcloe Hospital de Olhos,Rua,"R Itapeva, 240",Bela Vista,01332-000,Hospital,-23.558551,-46.651869
Hospital_10.140.393,,Clinica Oftalmologica Santa Virginia,Rua,"R Itapeva, 240",Bela Vista,01332-000,Hospital,-23.558551,-46.651869
Hospital_10.140.394,,Ama Boracea Dr Luiz Bacalla,Rua,"R Ribeiro de Almeida, 14",Barra Funda,01137-020,Hospital,-23.524943,-46.651771
Hospital_10.140.395,,Upa Jabaquara,Rua,"R Rua Cruz das Almas, 290",Vila Campestre,04330-060,Hospital,-23.431313,-46.42917
Hospital_10.140.397,,Ambulatorio de Especialidades Dr Geraldo Paulo Bourroul,Rua,"R Martins Fontes, 208",Consolacao,01050-000,Hospital,-23.548971,-46.644472
Hospital_10.140.398,,Hospital Universitario da Unifesp Hu II,Rua,"R Botucatu, 821",Vila Clementino,04023-062,Hospital,-23.598828,-46.64258
Hospital_10.140.399,,SP Plus,Rua,"R Borges Lagoa, 777",Vila Clementino,04038-031,Hospital,-23.597372,-46.644257
Hospital_10.140.400,,H Olhos,Rua,"R Abilio Soares, 218",Paraiso,04005-000,Hospital,-23.662132,-46.524125
Hospital_10.140.401,,Upa Vila Mariana,Rua,"R Diogo de Faria, 609",V Clementino,04024-002,Hospital,-22.731275,-47.326857
Hospital_10.140.402,,Instituto da Visao,Rua,"R Pedro de Toledo, 597",Vila Clementino,04039-031,Hospital,-23.67171,-46.583191
Hospital_10.140.404,,A C Camargo Cancer Center Unidade Pires da Mota,Rua,"Av Pires da Mota, 1167",Aclimacao,01529-001,Hospital,-23.338909,-47.675531
Hospital_10.140.405,,Hospital Professora Lydia Storopoli,Rua,"Av Vergueiro, 235",Liberdade,01504-001,Hospital,-23.564018,-46.639059
Hospital_10.140.406,,Dia Medicina Avancada,Rua,"Av Fagundes Filho, 475",Vila Monte Alegre,04304-010,Hospital,-22.775694,-47.169562
Hospital_10.140.407,,Hospital Esporte e Saude Br Surgery,Rua,"Av Fagundes Filho, 475",Vila Monte Alegre,04304-010,Hospital,-22.775694,-47.169562
Hospital_10.140.408,,Ama Complexo Prates,Rua,"R Prates, 1101",Bom Retiro,01121-000,Hospital,-23.523839,-46.635613
Hospital_10.140.409,,Pronto Atendimento Sancta Maggiore,Rua,"R Augusto Tolle, 787",Santana,02405-001,Hospital,-23.486623,-46.633415
Hospital_10.140.410,,Ama SE,Rua,"R Frederico Alvarenga, 259",SE,01020-030,Hospital,-23.551,-46.628297
Hospital_10.140.411,,Pam Varzea do Carmo Nga 63 Sao Paulo,Rua,"R Leopoldo Miguez, 327",Cambuci,01518-020,Hospital,-23.556676,-46.625528
Hospital_10.140.415,,Csa Complexo de Saude Anhanguera Tucuruvi,Rua,"Av Nova Cantareira, 2575",Tucuruvi,02341-000,Hospital,-23.47575,-46.612812
Hospital_10.140.417,,Hospital Dia Ipiranga Dr Flavio Giannotti,Rua,"R Xavier de Almeida, 210",Ipiranga,04211-000,Hospital,-23.587807,-46.6087
Hospital_10.140.418,,Ame Ambulatorio Medico de Especialidades Maria Zelia,Rua,"Av Jequitinhonha, 368",Catumbi,03021-040,Hospital,-23.535002,-46.600286
Hospital_10.140.422,,Ame Dr Luiz Roberto Barradas Barata Sao Paulo,Rua,"Av Almirante Delamare, 1534",Cidade Nova Heliopol,04230-000,Hospital,-23.610439,-46.590157
Hospital_10.140.424,,Hospital Dia Vila Prudente,Rua,"Pca Centenario de Vila Prudente, 108",Vila Prudente,03132-050,Hospital,-23.582317,-46.582708
Hospital_10.140.425,,Upa Jacana,Rua,"R Ester Elisa, 229",Vila Nilo,02278-040,Hospital,-23.779579,-45.358564
Hospital_10.190.488,,Upa Vergueiro,Rua,"R Vergueiro, 613",Liberdade,01532-001,Hospital,-23.568931,-46.63986
Hospital_10.190.489,,Upa City Jaragua,Rua,"Estrada das Taipas, 1650",Jaragua,02991-000,Hospital,-23.433885,-46.720148
Hospital_10.190.490,,Ama Jardim Nordeste,Rua,"R Nicolo Tartaglia, 45",Jardim Coimbra,03693-050,Hospital,-23.530658,-46.479553
Hospital_10.190.491,,Upa Dona Maria Antonieta Ferreira de Barros,Rua,"R Antonio Felipe Filho, 180",Grajau,04845-000,Hospital,-23.749223,-46.69061
Hospital_10.190.496,,Sao Luiz Maternidade,Rua,"R Helena, 29",Vila Olimpia,04552-050,Hospital,-20.738465,-48.913529
Hospital_10.190.501,,Hospital e Pronto Atendimento Sancta Maggiore Paris,Rua,"R General Chagas Santos, 314",Vila da Saude,04146-050,Hospital,-23.61825,-46.632206
Hospital_10.190.502,,Hospital Bdw SP,Rua,"Av dos Bandeirantes, 679",Vila Olimpia,04553-010,Hospital,-20.738465,-48.913529
Hospital_10.881.055,,Associacao Hospitalar Sao Miguel,Rua,"Rua Abel Tavares, 21",Jardim Belem,3810110,Hospital,-23.652387,-46.533937
Hospital_10.881.079,,Ama 24h Jardim Icarai Quintana,Rua,"Rua Sao Roque do Paraguacu, S/N",Vila Quintana,4837150,Hospital,-23.529889,-47.137236
Hospital_10.881.111,,Ama Capao Redondo,Rua,"Avenida Comendador Santana, 774",Capao Redondo,5866000,Hospital,-23.682434,-46.769402
Hospital_10.881.116,,Unidade Avancada Hospital Salvalus,Rua,"Rua Hipodromo, 987",Mooca,3164140,Hospital,-23.547665,-46.606435
Hospital_10.881.172,,Be Day Centro de Especialidades Clinicas,Rua,"Republica do Libano, 1114",Ibirapuera,4502001,Hospital,-23.575642,-46.655539
Hospital_10.881.200,,Hospital Saint Patrick Portinari,Rua,"Pc Gal Guimaraes, 77",Vila Jaguara,5114110,Hospital,-23.508537,-46.751019
Hospital_10.881.204,,Ama Parque Novo Santo Amaro,Rua,"Rua Porta do Prado, 18",Parque Novo Santo AM,5874130,Hospital,-23.291812,-47.69048
Hospital_10.881.216,,Clinica Espec Ophthal,Rua,"Min Gabriel de Rezende Passos, 500",Moema,4521022,Hospital,-23.601469,-46.661205
Hospital_10.881.239,,Ama Parque Figueira Grande,Rua,"Rua Daniel Klein, 211",Pq Figueira Grande,4915170,Hospital,-23.679327,-46.749241
Hospital_10.881.257,,Centro Cirurgico Ambulatorial 2,Rua,"Peixoto Gomide, 515",Jardim Paulista,1409001,Hospital,-23.558614,-46.655072
Hospital_10.881.288,,Carvalho Sandrin Servicos Hospitalares,Rua,"Av Indianopolis, 1400",Indianopolis,4062001,Hospital,-23.61099,-46.651694
Hospital_10.881.293,,Upa IIi Rio Pequeno,Rua,"Rua Jose Vicente da Cruz, 90",Vila Antonio,5350000,Hospital,-23.576222,-46.764684
Hospital_10.881.346,,Ama Jardim Pirajussara,Rua,"Avenida Amadeu da Silva Samelo, 423",Jardim Martinica,5760140,Hospital,-23.631641,-46.766162
Hospital_10.881.355,,Healthcare Hospital de Transicao,Rua,"Rua Dr Jambeiro Costa, 57",Liberdade,1509030,Hospital,-23.566236,-46.637782
Hospital_10.881.366,,Ama Paraisopolis,Rua,"Rua Silveira Sampaio, 160",Jardim Morumbi,5656010,Hospital,-23.455214,-46.525699
Hospital_10.881.375,,Hospital Santa Isabel,Rua,"R Dr Cesario Mota Junior, 112",Santa Cecilia,1221900,Hospital,-23.543574,-46.650594
Hospital_10.881.381,,Upa Parque Doroteia,Rua,"Rua dos Aniquis, 3",Jd Santa Terezinha,4474000,Hospital,-23.698692,-46.647177
Hospital_2.009.842,,Hospital A C Camargo Tamandare,Rua,"Tamandare, 753",Liberdade,01525-000,Hospital,-23.565519,-46.635501
Hospital_2.009.953,,Hosp Sacrecoeur,Rua,"R Antonio Carlos, 122",Consolacao,01309-010,Hospital,-23.557393,-46.656243
Hospital_2.009.976,,Instituto De Reabilitacao Lucy Montoro,Rua,"R Jandiatuba, 580",Vila Andrade,05716-150,Hospital,-23.632391,-46.734685
Hospital_2.010.154,,Pronto Socorro Nossa Senhora Da Pompeia,Rua,"Av Pompeia, 718",Pompeia,05022-000,Hospital,-22.75607,-47.606996
Hospital_2.010.499,,Hospital Vitoria,Rua,"Avn Vereador Abel Ferreira, S/N",J Analia Franco,03340-000,Hospital,-23.565181,-46.558989
Hospital_2.010.511,,Pronto Atendimento Sancta Maggiore,Rua,"R Uriel Gaspar, 162",Tatuape,03301-000,Hospital,-23.542873,-46.583093
Hospital_2.010.538,,Hospital Sancta Maggiore,Rua,"R Mituto Muzumoto, 596",Liberdade,01513-040,Hospital,-23.559151,-46.632163
Hospital_2.010.541,,Hospital Infantil Sabara,Rua,"Av Angelica, 1987",Higienopolis,01227-200,Hospital,-23.549827,-46.659366
Hospital_2.010.655,,Bp Mirante,Rua,"R Martiniano De Carvalho, 965",Bela Vista,01321-001,Hospital,-23.567465,-46.642854
Hospital_2.010.762,,Hospital Leforte,Rua,"R Tres Irmaos, 121",Caxingui,05615-190,Hospital,-23.474322,-46.548073
Hospital_2.010.855,,Hospital Montemagno,Rua,"Av Montemagno, 241",Vila Formosa,03371-000,Hospital,-23.563123,-46.56004
Hospital_2.010.867,,Instituto Do Cancer Do Estado De Sao Paulo,Rua,"Av Dr Arnaldo, 251",Cerqueira Cesar,01246-900,Hospital,-23.55613,-46.668172
Hospital_2.010.947,,Hospital Geral Da Penha,Rua,"R General Socrates, 145",Penha,03632-030,Hospital,-23.528365,-46.550284
Hospital_2.010.961,,Hosp Sao Luiz Analia Franco,Rua,"Francisco Marengo, 1312",Tatuape,03313-001,Hospital,-23.548915,-46.558272
Hospital_2.011.016,,Hosp Mun M Boi Mirim,Rua,"Do M Boi Mirim, 5203",Jardim Angela,04948-970,Hospital,-23.692044,-46.775172
Hospital_2.011.030,,Hospital Ingles,Rua,"R Silvia, 193",Bela Vista,01331-010,Hospital,-23.560091,-46.65027
Hospital_2.011.053,,Hosp Gloria,Rua,"R Da Gloria, 676",Liberdade,01510-000,Hospital,-23.559523,-46.633899
Hospital_2.011.086,,Associacao Hospital Personal Cuidados Especiais,Rua,"R Came, 1016",Parque Da Mooca,03121-020,Hospital,-23.559821,-46.597112
Hospital_2.011.094,,Hospital Villa Lobos,Rua,"R Lituania, 260",Mooca,03184-020,Hospital,-23.563396,-46.590308
Hospital_2.011.150,,Hospital Local De Sapopemba,Rua,"R Iamacaru, 45",Parque Santa Madalen,05401-000,Hospital,-23.552139,-46.647198
Hospital_2.011.336,,Hospital De Olhos Paulista,Rua,"Abilio Soares, 218",Paraiso,04005-000,Hospital,-23.662132,-46.524125
Hospital_2.011.378,,Centro Hospitalar Do Sistema Penitenciario Sao Paulo,Rua,"R Dom Jose Mauricio, 15",Carandiru,02028-000,Hospital,-23.508567,-46.620102
Hospital_2.011.632,,Hospital Da Luz,Rua,"R Azevedo Macedo, 92",Vila Mariana,04013-060,Hospital,-23.581065,-46.640675
Hospital_2.229.449,,Hosp Mun Carmen Prudente,Rua,"Av Dos Metalurgicos, 1797",Cidade Tiradentes,08471-000,Hospital,-23.5928,-46.406755
Hospital_2.229.837,,Previna,Rua,"Av Raimundo Pereira De Magalhaes, 12367",Parada De Taipas,02938-000,Hospital,-23.434534,-46.72017
Hospital_2.255.713,,Hosp Ps Nova Iguatemi,Rua,"Avn Ragueb Chohfi, 3315",Sao Mateus,08375-000,Hospital,-23.595944,-46.453714
Hospital_2.255.714,,Hospital Next Butanta,Rua,"Av Prof Francisco Morato, 719",Butanta,05513-000,Hospital,-23.578282,-46.708245
Hospital_2.255.715,,Hosp Sao Carlos,Rua,"R Joaquim Marra, 138",Vila Matilde,03514-000,Hospital,-23.533346,-46.527161
Hospital_2.255.716,,Casa De Saude Nsra Do Caminho,Rua,"Est Da Riviera, 4742",Riviera Paulista,04916-000,Hospital,-30.899931,-55.5399
Hospital_2.255.717,,Hosp Edmundo Vasconcelos,Rua,"R Borges Lagoa, 1450",Vil Clementino,04038-905,Hospital,-23.596146,-46.652832
Hospital_2.255.718,,Hospital Sepaco,Rua,"Vergueiro, 4210",Vila Mariana,04102-002,Hospital,-23.595173,-46.627774
Hospital_2.255.719,,Hospital Sao Luiz Jabaquara,Rua,"R Das Perobas, 344",Jabaquara,04321-120,Hospital,-23.643781,-46.643034
Hospital_2.255.720,,Hospital Santa Paula,Rua,"Av Santo Amaro, 2468",Vila Olimpia,04556-100,Hospital,-20.738465,-48.913529
Hospital_2.255.721,,Hospital Nipo Brasileiro,Rua,"R Pistoia, 100",Parque Novo Mundo,02189-000,Hospital,-23.264643,-47.671254
Hospital_2.255.722,,Hospital Graacc Instituto De Oncologia Pediatrica Iop,Rua,"R Pedro De Toledo, 572",Vila Clementino,04023-062,Hospital,-23.671715,-46.583194
Hospital_2.255.723,,Hospital Do Rim E Hipertensao,Rua,"R Borges Lagoa, 960",Vila Clementino,04038-002,Hospital,-23.779579,-45.358564
Hospital_2.255.724,,Hosp Vera Cruz,Rua,"R Alto Paraguai, 362",J Modelo,02238-240,Hospital,-23.206601,-47.293062
Hospital_2.255.725,,Hospital Geral De Vila Penteado Dr Jose Pangella Sao Paulo,Rua,"Av Ministro Petronio Portela, 1642",Jardim Iracema,02802-120,Hospital,-23.485711,-46.696391
Hospital_2.255.726,,Complexo De Saude Dr Wladimir Arruda,Rua,"R Cassio De Campos Nogueira, 2031",Jardim Das Imbuias,04829-310,Hospital,-23.729939,-46.713445
Hospital_2.255.728,,Hospital Estadual De Sapopemba Sao Paulo,Rua,"R Manoel Franca Dos Santos, 174",Jardim Sapopemba,03975-130,Hospital,-23.610673,-46.492483
Hospital_2.255.730,,Inst Cema De Oftalmologia E Otorrinolaringologia,Rua,"R Pascoal Moreira, 450",Mooca,03117-000,Hospital,-23.562821,-46.590897
Hospital_2.255.731,,Associacao Nossa Senhora Do Pari,Rua,"R Hanemann, 234",Caninde,03031-040,Hospital,-23.531943,-46.621165
Hospital_2.255.732,,Hospital Vital Brazil Sao Paulo,Rua,"Av Vital Brazil, 1500",Butanta,05503-900,Hospital,-23.566994,-46.720409
Hospital_2.255.733,,Hospital Regional Sul Sao Paulo,Rua,"R General Roberto Alves De Carvalho Filho, 270",Santo Amaro,04744-000,Hospital,-23.65556,-46.70586
Hospital_2.255.734,,Hospital Central De Guaianases,Rua,"R Cabo Jose Teixeira, 189",Guaianazes,08451-010,Hospital,-23.537925,-46.403176
Hospital_2.255.735,,Ps Mun Prof Joao Catarin Mezomo,Rua,"Av Queiroz Filho, 313",Vila Hamburguesa,05319-000,Hospital,-23.537593,-46.722799
Hospital_2.255.736,,Hosp Mun Professor Doutor Alipio Correa Netto,Rua,"Al Rodrigo De Brum, 1989",Vila Paranagua,03807-230,Hospital,-23.499644,-46.472916
Hospital_2.255.738,,Hosp Mun Dr Benedicto Montenegro,Rua,"R Antonio Lazaro, 226",Jardim Iva,03921-080,Hospital,-21.044974,-49.679005
Hospital_2.255.739,,Hospital Infantil Candido Fontoura Sao Paulo,Rua,"R Siqueira Bueno, 1757",Agua Rasa,03173-010,Hospital,-23.551868,-46.585165
Hospital_2.255.740,,Instituto Dante Pazzanese De Cardiologia Idpc Sao Paulo,Rua,"Av Dr Dante Pazzanese, 500",Ibirapuera,04012-180,Hospital,-23.584718,-46.651599
Hospital_2.255.742,,Hosp Rubem Berta,Rua,"Rubem Berta, 1100",Indianopolis,04074-000,Hospital,-23.602444,-46.651817
